sample,column,depth (m),Y89(LR),Zr90(LR),Cd111(LR),In115(LR),La139(LR),Pb208(LR),Sc45(MR),Ti47(MR),V51(MR),Mn55(MR),Fe56(MR),Co59(MR),Ni60(MR),Cu63(MR),Zn66(MR),Ga69(MR)
St  4 1,1,1042.761,170.1455585,174.5882221,0.159872939,159.8729387,21.79338155,60.801635,31.67420292,43.35524825,27.53863998,0.490756245,0.720676794,36.05512355,3.92129463,0.730884656,2.062600673,52.37768204
St  4 2,2,999.704,153.2317448,163.8195101,0.189920355,189.9203549,20.72143655,50.64218134,26.61542273,90.36867019,28.82767752,0.449127089,0.857502645,38.01641711,3.801799096,0.716672082,1.852686994,43.32724895
St  4 3,3,899.349,147.6311251,128.0941603,0.24687547,246.8754699,21.77389879,50.71716723,23.50698404,83.7309373,24.87856354,0.199671777,0.763492927,37.37905864,3.958003067,0.631318456,1.501087921,39.34491052
St  4 4,4,801.096,148.8729524,128.5572827,0.255272882,255.2728818,21.33843653,50.79347761,21.16874861,97.42089871,27.29822203,0.184553573,0.776532588,38.38971326,3.899352266,0.611274583,1.507754894,36.45417211
St  4 5,5,700.424,144.569886,133.241195,0.251634097,251.6340967,21.18762277,49.31542524,20.89152573,97.12256391,25.22003732,0.181684333,0.771426175,39.27598639,3.780279651,0.590193266,1.457550558,37.97368382
St  4 6,6,601.415,144.6784971,119.1971993,0.228164019,228.1640188,21.55433225,45.46582675,19.89398714,82.41997435,27.42048965,0.18949307,0.675094492,39.74928801,3.631200204,0.599414407,0.985819501,37.49043702
St  4 7,7,498.815,139.4319706,107.2135653,0.182165211,182.1652105,20.40264711,36.78323355,17.85333279,853.2153145,27.7190084,0.418593356,0.67537115,38.26899956,3.285402015,0.593837124,0.704248617,35.3032228
St  4 8,8,398.239,154.6029987,100.9379169,0.1410662,141.0662001,21.60094758,33.69102092,17.56857181,53.22303366,27.02378813,0.4357633,0.521373383,34.25087241,3.003231042,0.510485733,0.408096356,38.27077595
St  4 9,1,299.685,155.525682,81.99707802,0.056848257,56.8482572,20.38029246,34.2102519,14.30023363,44.05169207,27.37403433,0.588689913,0.367347381,31.78910117,2.425718603,0.463379164,0.12926459,37.48474067
St  4 10,2,250.216,154.8113023,96.04350806,0.092681,92.68099978,20.98758452,33.3680158,15.98193766,56.59478644,25.88676419,0.336471633,0.450958494,33.01106579,2.687031087,0.497355095,0.243461364,39.86391851
St  4 11,3,205.145,155.5596174,75.04399737,0.037274884,37.27488357,19.69087139,34.78876278,13.38797266,47.15621457,26.80039308,0.76719118,0.450213942,31.85881342,2.348488117,0.489263659,0.09700001,37.6301903
St  4 12,4,189.288,162.3516925,87.12129887,0.033943911,33.94391129,20.30962308,35.28394868,18.57143732,39.1954593,26.26450044,0.823151642,0.262330387,31.25409999,2.365596912,0.457832106,0.043383677,41.99972629
St  4 13,5,174.473,157.4589187,80.94617407,0.033766822,33.76682154,20.67775345,34.39637022,12.48106065,59.55374729,27.07957662,0.833278016,0.302423182,30.83929695,2.307236698,0.473057983,0.268356611,39.42765329
St  4 14,6,158.844,161.1871082,80.58905144,0.032407126,32.40712632,20.03065719,33.86434127,13.3847745,50.65679226,29.85780913,0.871321039,0.227863102,31.75428275,2.440578377,0.525601558,0.096356843,41.50017185
St  4 15,7,143.952,160.6365532,77.80749427,0.027859868,27.85986794,20.71572662,32.7720969,13.4467455,47.17509263,28.15044351,0.910696026,0.320947272,29.71415644,2.312879446,0.489353524,0.094548995,39.21795425
St  4 16,8,129.471,165.1250496,72.42983176,0.023154219,23.15421909,20.67528021,33.77451805,11.97587648,40.5028782,28.1718561,1.0402632,0.163633194,28.91718342,2.341659418,0.476336653,0.122528381,39.86594304
St  4 17,1,114.426,166.6205529,75.80652525,0.01848626,18.48626022,20.66910609,33.48909872,12.863709,42.1379638,27.31552169,1.131532923,0.130946314,27.15352971,2.296885193,0.463665152,0.658544396,42.12191601
St  4 18,2,99.501,165.5829683,81.00346032,0.016618142,16.61814155,20.16497082,33.55237762,13.61042043,49.34085346,26.29962979,1.165304612,0.201008749,27.40233491,2.27687207,0.466403418,0.609546192,43.89578482
St  4 19,3,83.54,167.2865168,70.91746638,0.01156232,11.56231973,20.42795182,33.38447409,13.36617263,39.73695162,25.51734513,1.168547588,0.330721631,26.57152937,2.226817731,0.456399468,0.112132254,42.24907497
St  4 20,4,68.239,175.0639309,166.9283288,0.006370892,6.370891987,20.95924843,34.91927674,26.63886938,44.68649558,24.34621992,1.324366415,0.140669902,27.46856738,2.323356868,0.422307903,0.027805199,50.02564861
St  4 21,5,58.55,166.49513,76.98536445,0.005488716,5.488716443,19.02729214,33.24941936,11.51169201,60.41923011,24.65969958,1.431119466,0.051860874,25.8953056,2.215909518,0.40214555,0.065635895,46.5849014
St  4 22,6,39.772,172.7995273,81.85319283,0.008840469,8.84046929,20.82825365,37.22763115,11.09669372,39.21191534,26.74854699,2.08839198,0.073443271,49.11619674,2.413462381,0.744407863,0.281676783,47.06133051
St  4 23,7,25.142,173.0289715,80.75385618,0.010158297,10.15829725,21.39045699,37.20698447,12.39293643,31.8381222,24.18206056,2.121326651,0.272295268,50.94900156,2.434036802,0.767582499,0.284102636,46.45331588
St  4 24,8,10.099,173.0140559,73.29093391,0.011161983,11.16198303,21.21817911,37.65258453,10.62692323,41.24660609,25.65294865,2.171614675,0.149706567,51.1693009,2.41644482,1.181790623,0.513432356,45.26625066
St  5 1,1,929.794,195.6673114,284.7986221,0.074352923,74.3529232,22.36446144,60.52368963,56.80351235,17.52342963,27.70135054,1.850368417,0.646142284,15.2895991,4.757683544,1.012930644,4.276707822,91.62928218
St  5 2,2,900.42,195.3847212,289.0219714,0.073225955,73.22595477,21.55790741,72.86948406,58.580226,25.31392133,26.23741908,0.53615211,0.361095201,15.23480623,4.749368831,0.983926144,4.596946981,91.64644562
St  5 4,4,800.545,197.9213531,290.0865248,0.072856416,72.85641638,21.85578851,70.2795357,55.56342418,23.61813428,26.5813605,0.5991795,0.301194414,18.96270562,4.858524784,0.971657071,4.296151693,89.93250783
St  5 5,5,700.642,194.8998547,292.4150012,0.075604849,75.60484865,21.20028327,72.80398023,57.79569846,24.62905781,27.49357942,0.448601983,0.349317991,20.19347164,4.79197795,0.978166258,4.289929295,90.17042897
St  5 6,6,600.74,196.5543313,299.5655209,0.078740622,78.74062153,21.91724808,75.17663863,55.18217029,26.3024851,30.14485307,0.339964582,0.426298309,21.12853659,4.849896827,0.998406856,4.293439972,84.8360129
St  5 7,7,500.202,193.1444117,294.1786086,0.076283122,76.28312154,21.62461684,82.4006901,53.56894048,26.17183394,28.81250804,0.297932691,0.567674863,25.84407033,4.777410456,0.965677361,4.313122961,83.94337952
St  5 8,8,400.005,204.0382095,294.3947224,0.081059294,81.059294,22.61099797,83.85625732,58.09583667,37.2590075,27.13222882,0.288630475,0.646912741,29.98272044,4.986651603,0.883579458,4.135087991,94.27522278
St  5 9,1,299.94,200.1090342,282.7484071,0.08239879,82.39878952,23.38137512,70.03272832,54.56099021,40.64917228,29.06531692,0.267624411,0.814891189,31.9018751,4.639518702,0.869527096,3.9797462,79.53643804
St  5 10,2,249.823,200.1684854,284.4186118,0.08566387,85.66387044,22.96186216,59.77438357,51.72341658,38.26353863,27.81487891,0.28833944,0.699919639,33.62793581,4.674467914,0.92608401,4.070894954,79.02786812
St  5 11,3,205.001,201.867584,256.5002757,0.086650088,86.65008816,22.27822442,53.33116926,49.1977875,27.86982069,24.78880267,0.364412131,0.731133989,39.35033941,4.620843608,0.90584459,4.016991591,83.96427409
St  5 12,4,190.33,200.2160538,256.397202,0.083821706,83.82170618,22.86668828,55.70005281,44.37408319,32.87506236,29.50022208,0.380447821,0.737872623,42.46387207,4.448307492,0.950654598,3.971174438,74.69570267
St  5 13,5,175.185,201.9347205,249.1472666,0.087330096,87.33009629,22.99657329,58.56663245,43.30921453,26.92036827,27.60273091,0.449881368,0.628444166,48.95303652,4.428834682,0.939203174,3.928906351,80.12100884
St  5 14,6,159.728,207.8612544,235.3512761,0.08842527,88.42526957,24.85029565,64.88882702,40.57168334,30.86737372,28.2818393,0.639604414,0.740288504,57.59211764,4.489571262,0.975135335,3.874379243,79.32136871
St  5 15,7,144.88,211.1559466,226.1602896,0.081838584,81.83858389,25.99637078,84.40493535,36.58095511,44.50605034,29.4769468,0.86168294,0.746127896,73.56014651,4.084654311,1.062318862,3.163773065,68.61275057
St  5 16,8,130.076,201.2242741,217.3630875,0.078644101,78.64410061,24.72330825,73.7573417,34.69830286,43.31506131,28.0892426,0.714461675,0.767386814,64.7639086,4.117985747,0.981555927,3.367575816,69.05659486
St  5 17,1,114.954,201.9220833,199.781339,0.072176917,72.17691707,24.51407762,68.58607675,39.73045833,31.57082051,27.5770207,1.198999948,0.756755151,70.19100661,3.865077568,0.939430607,2.768799089,66.21166332
St  5 18,2,98.183,209.7095784,160.4392507,0.063644465,63.644465,27.38377135,59.60007025,34.42611395,33.67164591,14.92870225,1.855273435,0.77020051,81.39562799,3.707080696,0.871367811,2.341823496,71.67452625
St  5 19,3,85.257,198.9600214,139.7976864,0.05535283,55.35282953,24.42014411,51.85528457,32.22389926,30.37050892,25.30427687,2.317271029,0.850626433,84.53606321,3.243591095,0.884054914,1.765731345,54.96549224
St  5 20,4,69.612,177.3693021,101.1819595,0.03924806,39.24805999,21.63202311,46.39834708,21.83243831,35.98398965,27.85558425,3.758661108,0.666085379,91.56949926,2.77755245,0.947581053,1.30203013,43.54447506
St  5 21,5,54.496,176.2671985,85.41583503,0.037336142,37.33614175,21.55660248,44.06667883,15.75453749,54.49935907,28.10863628,5.449283605,0.741355273,122.883284,2.590840221,1.15426937,1.589401656,39.30395033
St  5 22,6,39.832,171.5779495,89.65039523,0.043208771,43.20877059,22.56700598,45.55884132,14.18416418,45.48960318,29.53345674,5.815163522,0.835719911,148.8869937,2.731050851,1.446826516,2.146148258,37.774259
St  5 23,7,18.002,165.1028681,74.29802628,0.039830077,39.83007653,21.19983276,44.78580771,12.66733696,44.37797803,28.60504582,6.020673258,0.872980602,154.7126088,2.708779555,1.552192387,2.514558514,38.73245051
St  5 24,8,9.155,161.7122808,75.30428392,0.038592868,38.59286848,20.59161039,44.70339124,11.62339757,47.89768372,29.50592215,5.201528764,0.663169838,146.4096025,2.542563713,1.497039395,2.35278139,36.63439336
St  6 1,1,1578.061,197.9957903,283.0968151,0.076727466,76.72746575,22.22242791,76.06857116,58.0214746,25.03126286,27.31646046,0.776662604,0.318436842,16.47961808,4.722096627,1.098072218,4.179266145,91.91364258
St  6 2,2,1528.032,194.7344635,286.9878967,0.074100804,74.10080439,21.98997866,76.04819861,56.16149611,31.67837183,27.95372957,0.692529884,0.310538972,16.70662376,4.737630257,1.109596313,4.094181137,86.28362788
St  6 3,3,1500.826,198.363667,274.1325064,0.076670499,76.67049895,22.25731558,79.52857857,55.23118425,44.25003242,23.23207388,0.565710639,0.414946517,16.810801,4.767471341,1.090332423,5.851774912,88.30614971
St  6 4,4,1250.063,193.0206837,285.6043557,0.070365435,70.36543457,20.89738247,67.7362451,56.82886907,24.43809261,29.14836163,0.603021573,0.302146058,15.03473102,4.700524477,1.053597564,4.188081969,85.59107371
St  6 5,5,999.89,195.9162979,291.5730146,0.074544994,74.54499433,21.67803417,70.12905205,54.39113734,28.69380177,26.45817102,0.361833715,0.374935877,17.62830584,4.74890623,0.963626734,4.21564064,90.91492587
St  6 7,7,500.71,198.9615405,287.2036007,0.082357165,82.3571651,22.2685847,62.43189616,52.5101775,37.99979422,28.79279018,0.351030985,0.721985267,28.09217298,4.843319559,0.933490095,4.098012824,86.68828548
St  6 8,8,399.919,204.4247131,288.7243001,0.085354228,85.35422797,23.44844591,69.15290102,53.11747726,31.53122672,28.59793056,0.364807332,0.722079584,33.96311218,4.777813876,0.873724365,4.005660358,86.85166118
St  6 9,1,299.67,208.5211282,288.1305667,0.085210806,85.21080645,24.39134178,70.61125516,53.2283909,37.54788334,28.32566911,0.409615526,0.72948693,42.68991971,4.610053615,0.911375052,3.873653256,89.37385724
St  6 10,2,248.822,209.6961753,280.374142,0.085434158,85.43415792,25.73396231,79.68698532,52.24784929,39.27614197,27.38947492,0.494022253,0.851310439,53.84973317,4.604629055,0.969839813,3.802687968,84.80298013
St  6 12,4,186.109,220.8879286,256.4808926,0.077148397,77.14839666,27.53407613,96.78687206,43.80582851,36.76120826,28.05203299,0.846781466,0.767819606,72.20150375,4.329298765,0.981767107,3.531875071,83.81069432
St  6 13,5,175.45,213.5728742,264.7275757,0.079225407,79.22540666,27.64416736,96.34627415,43.72284159,40.34805374,28.85982387,0.663629356,0.755013956,69.72813791,4.214312804,1.004470465,3.375714734,82.47000025
St  6 14,6,160.151,221.5115806,250.471428,0.079396089,79.39608944,27.92089425,115.7475255,41.40151003,35.25318587,29.23162018,0.71698008,0.739817107,80.00948924,4.209771512,1.06665845,3.096400008,79.64667566
St  6 15,7,145.151,219.7452843,251.4797069,0.074539313,74.53931315,28.13512085,123.4567136,42.51370899,51.39808784,29.30545687,0.770831024,0.744909475,86.57814293,4.115459561,1.120395378,2.969874144,79.34262291
