,PI,Expedition,OS region,Reference,URL ref,Method comm,Date/Time,Station,Latitude,Longitude,Depth water [m],Perc [%],Inc dur [h],CaCO3 prod C [mmol/m**3/day],CaCO3 prod C std dev [±],PP C [mmol/m**3/day],PP C std dev [±],coccolith_count,ehux_count
649,Balch,GOM_89,Gulf of Maine,"Balch et al., 1992",doi:10.1016/0278-4343(92)90059-s,Diff,1989-06-22T00:00,F4,43.0,-69.7,5.0,90.0,24.0,0.69,,2.08,,,
650,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-10T00:00,1,12.022,-140.023,1.0,100.0,24.0,0.0,,0.02,,,
651,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-10T00:00,1,12.022,-140.023,11.0,50.0,24.0,0.02,,0.21,,,
652,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-10T00:00,1,12.022,-140.023,20.0,30.0,24.0,0.17,,0.19,,,
653,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-10T00:00,1,12.022,-140.023,34.0,14.0,24.0,0.02,,0.15,,,
654,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-14T00:00,2,9.0,-140.0,1.0,100.0,24.0,0.0,,0.2,,,
655,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-14T00:00,2,9.0,-140.0,11.0,50.0,24.0,0.0,,0.16,,,
656,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-14T00:00,2,9.0,-140.0,20.0,30.0,24.0,0.02,,0.22,,,
657,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-24T00:00,6,2.0,-140.0,34.0,14.0,24.0,0.05,,1.86,,,
658,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-24T00:00,6,2.0,-140.0,45.0,7.0,24.0,0.11,,1.79,,,
659,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-24T00:00,6,2.0,-140.0,79.0,1.0,24.0,0.09,,0.17,,,
660,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-24T00:00,6,2.0,-140.0,118.0,0.1,24.0,0.05,,0.05,,,
661,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-27T00:00,7,1.1,-140.0,1.0,100.0,24.0,0.1,,1.15,,,
662,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-27T00:00,7,1.1,-140.0,21.0,30.0,24.0,0.07,,1.27,,,
663,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-27T00:00,7,1.1,-140.0,60.0,3.0,24.0,0.04,,0.88,,,
664,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-27T00:00,7,1.1,-140.0,79.0,1.0,24.0,0.03,,0.31,,,
665,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-27T00:00,7,1.1,-140.0,118.0,0.1,24.0,0.02,,0.06,,,
666,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-29T00:00,8,0.1,-140.0,12.0,50.0,24.0,0.03,,1.6,,,
667,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-29T00:00,8,0.1,-140.0,45.0,7.0,24.0,0.19,,0.84,,,
668,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-29T00:00,8,0.1,-140.0,79.0,1.0,24.0,0.01,,0.15,,,
669,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-08-29T00:00,8,0.1,-140.0,118.0,0.1,24.0,0.0,,0.03,,,
670,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-01T00:00,9,-1.0,-140.0,1.0,100.0,24.0,0.11,,0.98,,,
671,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-01T00:00,9,-1.0,-140.0,12.0,50.0,24.0,0.04,,1.11,,,
672,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-01T00:00,9,-1.0,-140.0,21.0,30.0,24.0,0.17,,1.09,,,
673,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-01T00:00,9,-1.0,-140.0,34.0,14.0,24.0,0.09,,1.03,,,
674,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-01T00:00,9,-1.0,-140.0,45.0,7.0,24.0,0.04,,0.88,,,
675,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-01T00:00,9,-1.0,-140.0,60.0,3.0,24.0,0.03,,0.46,,,
676,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-01T00:00,9,-1.0,-140.0,79.0,1.0,24.0,0.11,,0.17,,,
677,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-01T00:00,9,-1.0,-140.0,118.0,0.1,24.0,0.01,,0.03,,,
678,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-03T00:00,10,-2.1,-140.0,12.0,50.0,24.0,0.03,,1.26,,,
679,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-03T00:00,10,-2.1,-140.0,45.0,7.0,24.0,0.13,,1.0,,,
680,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-03T00:00,10,-2.1,-140.0,60.0,3.0,24.0,0.03,,0.52,,,
681,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-03T00:00,10,-2.1,-140.0,79.0,1.0,24.0,0.07,,0.13,,,
682,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-03T00:00,10,-2.1,-140.0,118.0,0.1,24.0,0.03,,0.03,,,
683,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-06T00:00,11,-3.1,-140.1,1.0,100.0,24.0,0.42,,1.38,,,
684,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-06T00:00,11,-3.1,-140.1,12.0,50.0,24.0,0.05,,1.39,,,
685,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-06T00:00,11,-3.1,-140.1,60.0,3.0,24.0,0.03,,0.62,,,
686,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-06T00:00,11,-3.1,-140.1,79.0,1.0,24.0,0.01,,0.14,,,
687,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-06T00:00,11,-3.1,-140.1,118.0,0.1,24.0,0.01,,0.03,,,
688,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-08T00:00,12,-5.0,-140.0,1.0,100.0,24.0,0.05,,0.79,,,
689,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-08T00:00,12,-5.0,-140.0,12.0,50.0,24.0,0.04,,0.98,,,
690,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-08T00:00,12,-5.0,-140.0,21.0,30.0,24.0,0.02,,0.78,,,
691,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-08T00:00,12,-5.0,-140.0,34.0,14.0,24.0,0.09,,0.72,,,
692,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-08T00:00,12,-5.0,-140.0,45.0,7.0,24.0,0.02,,0.61,,,
693,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-08T00:00,12,-5.0,-140.0,60.0,3.0,24.0,0.06,,0.36,,,
694,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-08T00:00,12,-5.0,-140.0,79.0,1.0,24.0,0.02,,0.12,,,
695,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-08T00:00,12,-5.0,-140.0,118.0,0.1,24.0,0.01,,0.02,,,
696,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,13,-7.0,-138.5,1.0,100.0,24.0,0.02,,0.74,,,
697,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,13,-7.0,-138.5,15.0,50.0,24.0,0.06,,0.62,,,
698,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,13,-7.0,-138.5,30.0,30.0,24.0,0.03,,0.72,,,
699,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,13,-7.0,-138.5,45.0,14.0,24.0,0.06,,0.49,,,
700,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,13,-7.0,-138.5,60.0,7.0,24.0,0.02,,0.35,,,
701,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,13,-7.0,-138.5,75.0,3.0,24.0,0.03,,0.19,,,
702,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,13,-7.0,-138.5,100.0,1.0,24.0,0.03,,0.04,,,
703,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,13,-7.0,-138.5,118.0,0.1,24.0,0.02,,0.01,,,
704,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,14,-9.0,-137.0,1.0,100.0,24.0,0.06,,0.85,,,
705,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,14,-9.0,-137.0,12.0,50.0,24.0,0.04,,0.82,,,
706,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,14,-9.0,-137.0,21.0,30.0,24.0,0.06,,0.75,,,
707,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,14,-9.0,-137.0,34.0,14.0,24.0,0.04,,0.56,,,
708,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,14,-9.0,-137.0,45.0,7.0,24.0,0.03,,0.34,,,
709,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,14,-9.0,-137.0,60.0,3.0,24.0,0.0,,0.2,,,
710,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,14,-9.0,-137.0,79.0,1.0,24.0,0.04,,0.07,,,
711,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-11T00:00,14,-9.0,-137.0,118.0,0.1,24.0,0.02,,0.02,,,
712,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-13T00:00,15,-12.0,-135.0,1.0,100.0,24.0,0.1,,0.78,,,
713,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-13T00:00,15,-12.0,-135.0,12.0,50.0,24.0,0.04,,0.7,,,
714,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-13T00:00,15,-12.0,-135.0,21.0,30.0,24.0,0.06,,0.72,,,
715,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-13T00:00,15,-12.0,-135.0,34.0,14.0,24.0,0.03,,0.49,,,
716,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-13T00:00,15,-12.0,-135.0,45.0,7.0,24.0,0.02,,0.31,,,
717,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-13T00:00,15,-12.0,-135.0,60.0,3.0,24.0,0.07,,0.15,,,
718,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-13T00:00,15,-12.0,-135.0,79.0,1.0,24.0,0.03,,0.08,,,
719,Balch,JGOF_TT_011,Equatorial Pacific,"Balch et al., 1996",doi:10.1016/0967-0645(96)00032-X,Diff,1992-09-13T00:00,15,-12.0,-135.0,118.0,0.1,24.0,0.02,,0.05,,,
720,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,1,22.366999999999997,59.883,1.0,100.0,24.0,2.73,,53.28,,,
721,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,1,22.366999999999997,59.883,2.0,50.0,24.0,2.47,,32.99,,,
722,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,1,22.366999999999997,59.883,4.0,30.0,24.0,1.2,,35.55,,,
723,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,1,22.366999999999997,59.883,6.0,14.0,24.0,0.06,,15.18,,,
724,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,1,22.366999999999997,59.883,9.0,7.0,24.0,0.07,,8.18,,,
725,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,1,22.366999999999997,59.883,13.0,3.0,24.0,0.01,,2.03,,,
726,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,1,22.366999999999997,59.883,16.0,1.0,24.0,0.01,,1.22,,,
727,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,1,22.366999999999997,59.883,23.0,0.1,24.0,0.0,,0.44,,,
728,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,2,22.516,61.175,1.0,100.0,24.0,0.03,,5.86,,,
729,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,2,22.516,61.175,3.0,50.0,24.0,0.07,,5.91,,,
730,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,2,22.516,61.175,9.0,30.0,24.0,0.03,,4.79,,,
731,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,2,22.516,61.175,14.0,14.0,24.0,0.03,,3.47,,,
732,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,2,22.516,61.175,21.0,7.0,24.0,0.01,,2.54,,,
733,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,2,22.516,61.175,29.0,3.0,24.0,0.01,,1.6,,,
734,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,2,22.516,61.175,35.0,1.0,24.0,0.01,,0.8,,,
735,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,2,22.516,61.175,50.0,0.1,24.0,0.0,,0.34,,,
736,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,UW_1,22.45,60.108000000000004,1.0,100.0,24.0,0.23,,9.37,,,
737,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,UW_2,22.459,60.54600000000001,1.0,100.0,24.0,0.31,,5.01,,,
738,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,UW_3,22.486,60.98,1.0,100.0,24.0,0.13,,2.79,,,
739,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,UW_4,22.351,61.519,1.0,100.0,24.0,0.03,,3.28,,,
740,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,UW_5,22.118000000000002,61.847,1.0,100.0,24.0,0.04,,3.94,,,
741,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-18T00:00,UW_6,21.932,62.18899999999999,1.0,100.0,24.0,0.05,,4.65,,,
742,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,3,21.825,62.397,1.0,100.0,24.0,0.19,,2.86,,,
743,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,3,21.825,62.397,5.0,50.0,24.0,0.22,,2.49,,,
744,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,3,21.825,62.397,11.0,30.0,24.0,0.24,,2.92,,,
745,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,3,21.825,62.397,18.0,14.0,24.0,0.15,,2.48,,,
746,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,3,21.825,62.397,27.0,7.0,24.0,0.05,,0.84,,,
747,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,3,21.825,62.397,37.0,3.0,24.0,0.02,,0.43,,,
748,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,3,21.825,62.397,45.0,1.0,24.0,0.01,,0.17,,,
749,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,4,21.178,63.556999999999995,1.0,100.0,24.0,0.05,,2.55,,,
750,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,4,21.178,63.556999999999995,4.0,50.0,24.0,0.04,,2.6,,,
751,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,4,21.178,63.556999999999995,12.0,30.0,24.0,0.04,,2.12,,,
752,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,4,21.178,63.556999999999995,19.0,14.0,24.0,0.03,,1.95,,,
753,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,4,21.178,63.556999999999995,28.0,7.0,24.0,0.02,,1.16,,,
754,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,4,21.178,63.556999999999995,39.0,3.0,24.0,0.02,,0.6,,,
755,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,4,21.178,63.556999999999995,48.0,1.0,24.0,0.01,,0.22,,,
756,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,4,21.178,63.556999999999995,68.0,0.1,24.0,0.01,,0.08,,,
757,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,UW_10,21.035999999999998,63.817,1.0,100.0,24.0,0.48,,1.55,,,
758,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,UW_11,20.820999999999998,64.194,1.0,100.0,24.0,0.06,,0.34,,,
759,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,UW_12,20.616999999999997,64.565,1.0,100.0,24.0,0.03,,0.27,,,
760,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,UW_7,21.647,62.763999999999996,1.0,100.0,24.0,0.18,,1.97,,,
761,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,UW_8,21.429000000000002,63.157,1.0,100.0,24.0,0.05,,0.47,,,
762,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-19T00:00,UW_9,21.208000000000002,63.519,1.0,100.0,24.0,0.06,,0.86,,,
763,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-20T00:00,5,20.553,64.66,2.0,100.0,24.0,0.05,,0.43,,,
764,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-20T00:00,5,20.553,64.66,6.0,50.0,24.0,0.04,,0.48,,,
765,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-20T00:00,5,20.553,64.66,18.0,30.0,24.0,0.03,,0.43,,,
766,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-20T00:00,5,20.553,64.66,28.0,14.0,24.0,0.03,,0.62,,,
767,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-20T00:00,5,20.553,64.66,41.0,7.0,24.0,0.06,,0.58,,,
768,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-20T00:00,5,20.553,64.66,58.0,3.0,24.0,0.03,,0.3,,,
769,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-20T00:00,5,20.553,64.66,70.0,1.0,24.0,0.02,,0.22,,,
770,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-20T00:00,5,20.553,64.66,100.0,0.1,24.0,0.03,,0.28,,,
771,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-20T00:00,6,19.87,65.888,1.0,100.0,24.0,0.02,,1.17,,,
772,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-20T00:00,6,19.87,65.888,4.0,50.0,24.0,0.02,,1.21,,,
773,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-20T00:00,6,19.87,65.888,12.0,30.0,24.0,0.03,,1.51,,,
774,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-20T00:00,6,19.87,65.888,19.0,14.0,24.0,0.01,,0.57,,,
775,Balch,JGOF_TT_049,Arabian Sea,"Balch et al., 2000",doi:10.1016/S0967-0645(99)00145-9,MDT,1995-07-20T00:00,6,19.87,65.888,28.0,7.0,24.0,0.02,,1.04,,,
