,PI,Expedition,OS region,Reference,URL ref,Method comm,Date/Time,Station,Latitude,Longitude,Depth water [m],Perc [%],Inc dur [h],CaCO3 prod C [mmol/m**3/day],CaCO3 prod C std dev [±],PP C [mmol/m**3/day],PP C std dev [±],coccolith_count,ehux_count
0,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-10T00:00,2,4.0,-110.0,6.83,52.0,24.0,0.02,0.01,0.64,0.19,,
1,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-11T00:00,3,3.0,-110.0,11.07,52.0,24.0,0.03,0.0,0.77,0.04,,
2,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-11T00:00,3,3.0,-110.0,21.58,31.0,24.0,0.02,0.0,0.71,0.08,,
3,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-11T00:00,3,3.0,-110.0,36.56,13.0,24.0,0.01,0.0,0.47,0.11,,
4,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-11T00:00,3,3.0,-110.0,56.07,5.0,24.0,0.0,0.0,0.18,0.04,,
5,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-11T00:00,3,3.0,-110.0,89.25,0.8,24.0,0.0,0.0,0.02,0.01,,
6,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-11T00:00,3,3.0,-110.0,122.22,0.1,24.0,0.0,0.0,0.01,0.01,,
7,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-12T00:00,4,2.0,-110.0,12.75,52.0,24.0,0.07,0.07,1.5,0.31,,
8,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-12T00:00,4,2.0,-110.0,23.34,31.0,24.0,0.06,0.04,1.41,0.03,,
9,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-12T00:00,4,2.0,-110.0,39.28,13.0,24.0,0.03,0.0,0.77,0.27,,
10,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-12T00:00,4,2.0,-110.0,58.61,5.0,24.0,0.01,0.0,0.51,0.28,,
11,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-12T00:00,4,2.0,-110.0,93.76,0.8,24.0,0.01,0.02,0.39,0.23,,
12,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-13T00:00,5,1.0,-110.0,13.13,52.0,24.0,0.03,0.01,1.17,0.07,,
13,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-13T00:00,5,1.0,-110.0,24.75,31.0,24.0,0.01,0.01,0.97,0.05,,
14,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-13T00:00,5,1.0,-110.0,40.51,13.0,24.0,0.02,0.0,0.69,0.05,,
15,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-13T00:00,5,1.0,-110.0,61.04,5.0,24.0,0.0,0.0,0.4,0.06,,
16,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-13T00:00,5,1.0,-110.0,97.1,0.8,24.0,0.0,0.0,0.07,0.03,,
17,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-13T00:00,5,1.0,-110.0,130.83,0.1,24.0,0.0,0.0,0.02,0.01,,
18,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-14T00:00,7,0.0,-110.0,11.82,52.0,24.0,0.03,0.0,0.94,0.02,,
19,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-14T00:00,7,0.0,-110.0,23.18,31.0,24.0,0.03,0.0,1.13,0.08,,
20,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-14T00:00,7,0.0,-110.0,38.49,13.0,24.0,0.03,0.0,0.8,0.05,,
21,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-14T00:00,7,0.0,-110.0,59.47,5.0,24.0,0.01,0.0,0.49,0.18,,
22,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-14T00:00,7,0.0,-110.0,94.49,0.8,24.0,0.0,0.0,0.04,0.01,,
23,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-15T00:00,9,-1.0,-110.0,11.39,52.0,24.0,0.03,0.01,0.92,0.15,,
24,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-15T00:00,9,-1.0,-110.0,21.75,31.0,24.0,0.02,0.01,0.79,0.08,,
25,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-15T00:00,9,-1.0,-110.0,39.43,13.0,24.0,0.02,0.0,0.53,0.06,,
26,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-15T00:00,9,-1.0,-110.0,57.97,5.0,24.0,0.01,0.0,0.48,0.16,,
27,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-15T00:00,9,-1.0,-110.0,91.8,0.8,24.0,0.0,0.0,0.3,0.16,,
28,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-15T00:00,9,-1.0,-110.0,124.24,0.1,24.0,0.0,0.0,0.01,0.01,,
29,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-16T00:00,10,-2.0,-110.0,12.09,52.0,24.0,0.02,0.01,0.86,0.06,,
30,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-16T00:00,10,-2.0,-110.0,22.52,31.0,24.0,0.01,0.0,0.83,0.19,,
31,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-16T00:00,10,-2.0,-110.0,36.83,13.0,24.0,0.01,0.0,0.44,0.04,,
32,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-16T00:00,10,-2.0,-110.0,56.02,5.0,24.0,0.01,0.0,0.51,0.06,,
33,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-18T00:00,12,-4.0,-110.0,11.62,52.0,24.0,0.02,0.0,0.59,0.07,,
34,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-18T00:00,12,-4.0,-110.0,21.62,31.0,24.0,0.02,0.0,0.67,0.06,,
35,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-18T00:00,12,-4.0,-110.0,38.98,13.0,24.0,0.02,0.0,0.45,0.03,,
36,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-20T00:00,14,0.0,-116.743,10.08,52.0,24.0,0.04,0.0,1.14,0.14,,
37,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-20T00:00,14,0.0,-116.743,16.98,31.0,24.0,0.04,0.01,1.11,0.08,,
38,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-20T00:00,14,0.0,-116.743,30.87,13.0,24.0,0.03,0.0,0.71,0.04,,
39,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-20T00:00,14,0.0,-116.743,38.79,5.0,24.0,0.01,0.0,0.44,0.04,,
40,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-20T00:00,14,0.0,-116.743,45.42,0.8,24.0,0.0,0.0,0.05,0.03,,
41,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-20T00:00,14,0.0,-116.743,74.33,0.1,24.0,0.0,0.0,0.01,0.01,,
42,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-21T00:00,16,0.0,-120.0,8.61,52.0,24.0,0.03,0.0,0.97,0.02,,
43,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-21T00:00,16,0.0,-120.0,16.98,31.0,24.0,0.03,0.01,1.06,0.21,,
44,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-21T00:00,16,0.0,-120.0,29.91,13.0,24.0,0.02,0.0,0.62,0.09,,
45,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-21T00:00,16,0.0,-120.0,44.47,5.0,24.0,0.01,0.0,0.35,0.03,,
46,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-21T00:00,16,0.0,-120.0,72.37,0.8,24.0,0.0,0.0,0.28,0.04,,
47,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-21T00:00,16,0.0,-120.0,96.25,0.1,24.0,0.0,0.0,0.01,0.0,,
48,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-22T00:00,18,0.0,-122.8,11.01,52.0,24.0,0.02,0.0,0.69,0.06,,
49,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-22T00:00,18,0.0,-122.8,19.7,31.0,24.0,0.02,0.0,0.53,0.03,,
50,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-22T00:00,18,0.0,-122.8,33.63,13.0,24.0,0.01,0.0,0.41,0.05,,
51,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-22T00:00,18,0.0,-122.8,51.77,5.0,24.0,0.01,0.0,0.3,0.03,,
52,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-22T00:00,18,0.0,-122.8,82.88,0.8,24.0,0.01,0.0,0.07,0.01,,
53,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-22T00:00,18,0.0,-122.8,111.97,0.1,24.0,0.0,0.0,0.01,0.0,,
54,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-23T00:00,20,0.0,-125.5,9.94,52.0,24.0,0.05,0.01,1.6,0.26,,
55,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-23T00:00,20,0.0,-125.5,20.66,31.0,24.0,0.04,0.01,1.28,0.15,,
56,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-23T00:00,20,0.0,-125.5,35.34,13.0,24.0,0.03,0.01,0.81,0.14,,
57,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-23T00:00,20,0.0,-125.5,53.24,5.0,24.0,0.02,0.0,0.61,0.08,,
58,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-23T00:00,20,0.0,-125.5,85.07,0.8,24.0,0.0,0.0,0.26,0.09,,
59,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-24T00:00,22,0.0,-128.262,10.2,52.0,24.0,0.04,0.0,1.36,0.22,,
60,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-24T00:00,22,0.0,-128.262,20.12,31.0,24.0,0.03,0.01,1.09,0.13,,
61,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-24T00:00,22,0.0,-128.262,35.81,13.0,24.0,0.03,0.01,0.69,0.12,,
62,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-24T00:00,22,0.0,-128.262,51.24,5.0,24.0,0.02,0.0,0.51,0.07,,
63,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-24T00:00,22,0.0,-128.262,84.99,0.8,24.0,0.0,0.0,0.22,0.08,,
64,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-24T00:00,22,0.0,-128.262,114.46,0.1,24.0,0.0,0.0,0.01,0.01,,
65,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-25T00:00,24,0.0,-131.642,10.07,52.0,24.0,0.04,0.0,1.27,0.23,,
66,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-25T00:00,24,0.0,-131.642,21.36,31.0,24.0,0.04,0.02,1.08,0.05,,
67,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-25T00:00,24,0.0,-131.642,33.86,13.0,24.0,0.03,0.0,0.56,0.09,,
68,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-25T00:00,24,0.0,-131.642,51.01,5.0,24.0,0.01,0.0,0.44,0.07,,
69,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-25T00:00,24,0.0,-131.642,81.51,0.8,24.0,0.0,0.0,0.31,0.12,,
70,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-26T00:00,26,0.0,-135.2,10.89,52.0,24.0,0.04,0.01,1.63,0.13,,
71,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-26T00:00,26,0.0,-135.2,20.9,31.0,24.0,0.04,0.0,1.18,0.01,,
72,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-26T00:00,26,0.0,-135.2,34.34,13.0,24.0,0.03,0.0,0.71,0.07,,
73,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-26T00:00,26,0.0,-135.2,52.86,5.0,24.0,0.01,0.01,0.58,0.06,,
74,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-26T00:00,26,0.0,-135.2,82.29,0.8,24.0,0.0,0.0,0.19,0.02,,
75,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-26T00:00,26,0.0,-135.2,112.4,0.1,24.0,0.0,0.0,0.01,0.01,,
76,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-27T00:00,28,0.0,-138.67700000000002,10.17,52.0,24.0,0.02,0.01,1.27,0.16,,
77,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-27T00:00,28,0.0,-138.67700000000002,20.8,31.0,24.0,0.03,0.01,1.08,0.24,,
78,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-27T00:00,28,0.0,-138.67700000000002,33.2,13.0,24.0,0.02,0.0,0.63,0.01,,
79,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-27T00:00,28,0.0,-138.67700000000002,50.13,5.0,24.0,0.02,0.0,0.76,0.17,,
80,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-27T00:00,28,0.0,-138.67700000000002,84.27,0.8,24.0,0.0,0.0,0.28,0.05,,
81,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-27T00:00,28,0.0,-138.67700000000002,111.07,0.1,24.0,0.0,0.0,0.16,0.13,,
82,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-28T00:00,29,0.0,-140.0,10.64,52.0,24.0,0.03,0.0,1.35,0.11,,
83,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-28T00:00,29,0.0,-140.0,19.8,31.0,24.0,0.04,0.01,1.33,0.17,,
84,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-28T00:00,29,0.0,-140.0,35.27,13.0,24.0,0.02,0.0,0.72,0.16,,
85,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-28T00:00,29,0.0,-140.0,52.41,5.0,24.0,0.01,0.0,0.39,0.05,,
86,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-28T00:00,29,0.0,-140.0,82.43,0.8,24.0,0.0,0.0,0.18,0.03,,
87,Balch,EqPac04,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2004-12-28T00:00,29,0.0,-140.0,111.35,0.1,24.0,0.0,0.0,0.03,0.03,,
88,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-08T00:00,1,4.0,-140.0,9.931000000000001,52.0,24.0,0.03,0.0,0.98,0.02,,
89,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-08T00:00,1,4.0,-140.0,19.793,31.0,24.0,0.03,0.01,1.07,0.21,,
90,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-08T00:00,1,4.0,-140.0,27.746,13.0,24.0,0.02,0.0,0.63,0.09,,
91,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-08T00:00,1,4.0,-140.0,35.541,5.0,24.0,0.01,0.0,0.35,0.03,,
92,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-08T00:00,1,4.0,-140.0,65.105,0.8,24.0,0.0,0.0,0.28,0.04,,
93,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-08T00:00,1,4.0,-140.0,95.969,0.1,24.0,0.0,0.0,0.01,0.0,,
94,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-09T00:00,3,2.5,-140.0,11.829,52.0,24.0,0.02,0.01,0.54,0.01,,
95,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-09T00:00,3,2.5,-140.0,18.933,31.0,24.0,0.03,0.0,0.56,0.1,,
96,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-09T00:00,3,2.5,-140.0,31.549,13.0,24.0,0.02,0.0,0.42,0.03,,
97,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-09T00:00,3,2.5,-140.0,45.446999999999996,5.0,24.0,0.01,0.0,0.14,0.01,,
98,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-09T00:00,3,2.5,-140.0,73.37100000000001,0.8,24.0,0.0,0.0,0.04,0.0,,
99,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-10T00:00,5,1.0,-140.0,11.503,52.0,24.0,0.01,0.0,0.76,0.07,,
100,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-10T00:00,5,1.0,-140.0,20.354,31.0,24.0,0.02,0.0,1.01,0.22,,
101,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-10T00:00,5,1.0,-140.0,32.966,13.0,24.0,0.03,0.01,0.85,0.11,,
102,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-10T00:00,5,1.0,-140.0,49.498999999999995,5.0,24.0,0.01,0.0,0.87,0.06,,
103,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-10T00:00,5,1.0,-140.0,76.382,0.8,24.0,0.01,0.0,0.78,0.22,,
104,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-10T00:00,5,1.0,-140.0,109.43700000000001,0.1,24.0,0.0,0.0,0.36,0.08,,
105,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-11T00:00,7,0.5,-140.0,12.509,52.0,24.0,0.05,0.0,1.65,0.26,,
106,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-11T00:00,7,0.5,-140.0,19.482,31.0,24.0,0.04,0.0,1.52,0.12,,
107,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-11T00:00,7,0.5,-140.0,31.835,13.0,24.0,0.03,0.0,1.27,0.03,,
108,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-11T00:00,7,0.5,-140.0,46.031000000000006,5.0,24.0,0.01,0.0,0.76,0.23,,
109,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-11T00:00,7,0.5,-140.0,74.44800000000001,0.8,24.0,0.0,0.0,0.43,0.04,,
110,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-11T00:00,7,0.5,-140.0,95.99700000000001,0.1,24.0,0.0,0.0,0.52,0.08,,
111,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-12T00:00,9,0.0,-140.0,10.689,52.0,24.0,0.04,0.01,1.02,0.16,,
112,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-12T00:00,9,0.0,-140.0,17.865,31.0,24.0,0.03,0.01,1.0,0.19,,
113,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-12T00:00,9,0.0,-140.0,30.366999999999997,13.0,24.0,0.02,0.0,1.3,0.4,,
114,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-12T00:00,9,0.0,-140.0,43.678999999999995,5.0,24.0,0.01,0.01,0.56,0.12,,
115,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-12T00:00,9,0.0,-140.0,70.607,0.8,24.0,0.0,0.0,0.4,0.11,,
116,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-12T00:00,9,0.0,-140.0,98.404,0.1,24.0,0.0,0.0,0.4,0.07,,
117,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-13T00:00,11,-0.5,-140.0,11.43,52.0,24.0,0.01,0.0,0.83,0.05,,
118,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-13T00:00,11,-0.5,-140.0,18.236,31.0,24.0,0.02,0.0,0.97,0.17,,
119,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-13T00:00,11,-0.5,-140.0,29.805999999999997,13.0,24.0,0.02,0.01,0.95,0.08,,
120,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-13T00:00,11,-0.5,-140.0,43.67,5.0,24.0,0.01,0.0,0.47,0.03,,
121,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-13T00:00,11,-0.5,-140.0,68.52600000000001,0.8,24.0,0.0,0.0,0.33,0.04,,
122,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-13T00:00,11,-0.5,-140.0,94.96,0.1,24.0,0.0,0.0,0.17,0.05,,
123,Balch,EqPac05,Equatorial Pacific,"Balch et al., 2011",doi:10.1016/j.dsr2.2010.08.004,MDT,2005-09-14T00:00,13,-1.0,-140.0,11.610999999999999,52.0,24.0,0.03,0.0,1.07,0.07,,
